Year,Month,Day,Period,Value
2024,1,10,6,0
2024,1,10,7,0
2024,1,10,8,21
2024,1,10,9,105
2024,1,10,10,165
2024,1,10,11,204
2024,1,10,12,216
2024,1,10,13,222
2024,1,10,14,213
2024,1,10,15,252
2024,1,10,16,180
2024,1,10,17,42
2024,1,10,18,0
2024,1,10,19,0
2024,1,10,20,0
2024,1,10,21,0
2024,1,10,22,0
2024,1,10,23,0
2024,1,10,24,0
2024,1,11,1,0
2024,1,11,2,0
2024,1,11,3,0
2024,1,11,4,0
2024,1,11,5,0
2024,1,11,6,0
2024,1,11,7,0
2024,1,11,8,39
2024,1,11,9,117
2024,1,11,10,213
2024,1,11,11,300
2024,1,11,12,294
2024,1,11,13,261
2024,1,11,14,243
2024,1,11,15,195
2024,1,11,16,114
2024,1,11,17,27
2024,1,11,18,0
2024,1,11,19,0
2024,1,11,20,0
2024,1,11,21,0
2024,1,11,22,0
2024,1,11,23,0
2024,1,11,24,0
2024,1,12,1,0
2024,1,12,2,0
2024,1,12,3,0
2024,1,12,4,0
2024,1,12,5,0
2024,1,12,6,0
2024,1,12,7,0
2024,1,12,8,9
2024,1,12,9,66
2024,1,12,10,228
2024,1,12,11,297
2024,1,12,12,294
2024,1,12,13,285
2024,1,12,14,282
2024,1,12,15,240
2024,1,12,16,192
2024,1,12,17,45
2024,1,12,18,0
2024,1,12,19,0
2024,1,12,20,0
2024,1,12,21,0
2024,1,12,22,0
2024,1,12,23,0
2024,1,12,24,0
2024,1,13,1,0
2024,1,13,2,0
2024,1,13,3,0
2024,1,13,4,0
2024,1,13,5,0
2024,1,13,6,0
2024,1,13,7,0
2024,1,13,8,36
2024,1,13,9,147
2024,1,13,10,246
2024,1,13,11,288
2024,1,13,12,282
2024,1,13,13,270
2024,1,13,14,252
2024,1,13,15,240
2024,1,13,16,168
2024,1,13,17,45
2024,1,13,18,0
2024,1,13,19,0
2024,1,13,20,0
2024,1,13,21,0
2024,1,13,22,0
2024,1,13,23,0
2024,1,13,24,0
2024,1,14,1,0
2024,1,14,2,0
2024,1,14,3,0
2024,1,14,4,0
2024,1,14,5,0
2024,1,14,6,0
2024,1,14,7,0
2024,1,14,8,36
2024,1,14,9,120
2024,1,14,10,207
2024,1,14,11,273
2024,1,14,12,270
2024,1,14,13,264
2024,1,14,14,243
2024,1,14,15,237
2024,1,14,16,159
2024,1,14,17,39
2024,1,14,18,0
2024,1,14,19,0
2024,1,14,20,0
2024,1,14,21,0
2024,1,14,22,0
2024,1,14,23,0
2024,1,14,24,0
2024,1,15,1,0
2024,1,15,2,0
2024,1,15,3,0
2024,1,15,4,0
2024,1,15,5,0
2024,1,15,6,0
2024,1,15,7,0
2024,1,15,8,24
2024,1,15,9,84
2024,1,15,10,162
2024,1,15,11,273
2024,1,15,12,261
2024,1,15,13,243
2024,1,15,14,189
2024,1,15,15,72
2024,1,15,16,57
2024,1,15,17,6
2024,1,15,18,0
2024,1,15,19,0
2024,1,15,20,0
2024,1,15,21,0
2024,1,15,22,0
2024,1,15,23,0
2024,1,15,24,0
2024,1,16,1,0
2024,1,16,2,0
2024,1,16,3,0
2024,1,16,4,0
2024,1,16,5,0
2024,1,16,6,0
2024,1,16,7,0
2024,1,16,8,15
2024,1,16,9,99
2024,1,16,10,186
2024,1,16,11,168
2024,1,16,12,156
2024,1,16,13,249
2024,1,16,14,243
2024,1,16,15,210
2024,1,16,16,189
2024,1,16,17,54
2024,1,16,18,0
2024,1,16,19,0
2024,1,16,20,0
2024,1,16,21,0
2024,1,16,22,0
2024,1,16,23,0
2024,1,16,24,0
2024,1,17,1,0
2024,1,17,2,0
2024,1,17,3,0
2024,1,17,4,0
2024,1,17,5,0
2024,1,17,6,0
2024,1,17,7,0
2024,1,17,8,42
2024,1,17,9,174
2024,1,17,10,279
2024,1,17,11,300
2024,1,17,12,300
2024,1,17,13,261
2024,1,17,14,225
2024,1,17,15,189
2024,1,17,16,162
2024,1,17,17,51
2024,1,17,18,0
2024,1,17,19,0
2024,1,17,20,0
2024,1,17,21,0
2024,1,17,22,0
2024,1,17,23,0
2024,1,17,24,0
2024,1,18,1,0
2024,1,18,2,0
2024,1,18,3,0
2024,1,18,4,0
2024,1,18,5,0
2024,1,18,6,0
2024,1,18,7,0
2024,1,18,8,21
2024,1,18,9,90
2024,1,18,10,156
2024,1,18,11,186
2024,1,18,12,210
2024,1,18,13,204
2024,1,18,14,174
2024,1,18,15,147
2024,1,18,16,120
2024,1,18,17,33
2024,1,18,18,0
2024,1,18,19,0
2024,1,18,20,0
2024,1,18,21,0
2024,1,18,22,0
2024,1,18,23,0
2024,1,18,24,0
2024,1,19,1,0
2024,1,19,2,0
2024,1,19,3,0
2024,1,19,4,0
2024,1,19,5,0
2024,1,19,6,0
2024,1,19,7,0
2024,1,19,8,12
2024,1,19,9,54
2024,1,19,10,99
2024,1,19,11,141
2024,1,19,12,168
2024,1,19,13,162
2024,1,19,14,135
2024,1,19,15,90
2024,1,19,16,54
2024,1,19,17,12
2024,1,19,18,0
2024,1,19,19,0
2024,1,19,20,0
2024,1,19,21,0
2024,1,19,22,0
2024,1,19,23,0
2024,1,19,24,0
2024,1,20,1,0
2024,1,20,2,0
2024,1,20,3,0
2024,1,20,4,0
2024,1,20,5,0
2024,1,20,6,0
2024,1,20,7,0
2024,1,20,8,27
2024,1,20,9,105
2024,1,20,10,153
2024,1,20,11,177
2024,1,20,12,174
2024,1,20,13,153
2024,1,20,14,102
2024,1,20,15,114
2024,1,20,16,78
2024,1,20,17,21
2024,1,20,18,0
2024,1,20,19,0
2024,1,20,20,0
2024,1,20,21,0
2024,1,20,22,0
2024,1,20,23,0
2024,1,20,24,0
2024,1,21,1,0
2024,1,21,2,0
2024,1,21,3,0
2024,1,21,4,0
2024,1,21,5,0
2024,1,21,6,0
2024,1,21,7,0
2024,1,21,8,0
2024,1,21,9,9
2024,1,21,10,45
2024,1,21,11,39
2024,1,21,12,45
2024,1,21,13,96
2024,1,21,14,108
2024,1,21,15,75
2024,1,21,16,48
2024,1,21,17,9
2024,1,21,18,0
2024,1,21,19,0
2024,1,21,20,0
2024,1,21,21,0
2024,1,21,22,0
2024,1,21,23,0
2024,1,21,24,0
2024,1,22,1,0
2024,1,22,2,0
2024,1,22,3,0
2024,1,22,4,0
2024,1,22,5,0
2024,1,22,6,0
2024,1,22,7,0
2024,1,22,8,3
2024,1,22,9,9
2024,1,22,10,33
2024,1,22,11,99
2024,1,22,12,141
2024,1,22,13,150
2024,1,22,14,156
2024,1,22,15,57
2024,1,22,16,36
2024,1,22,17,30
2024,1,22,18,0
2024,1,22,19,0
2024,1,22,20,0
2024,1,22,21,0
2024,1,22,22,0
2024,1,22,23,0
2024,1,22,24,0
2024,1,23,1,0
2024,1,23,2,0
2024,1,23,3,0
2024,1,23,4,0
2024,1,23,5,0
2024,1,23,6,0
2024,1,23,7,0
2024,1,23,8,0
2024,1,23,9,3
2024,1,23,10,12
2024,1,23,11,24
2024,1,23,12,27
2024,1,23,13,27
2024,1,23,14,21
2024,1,23,15,9
2024,1,23,16,15
2024,1,23,17,42
2024,1,23,18,0
2024,1,23,19,0
2024,1,23,20,0
2024,1,23,21,0
2024,1,23,22,0
2024,1,23,23,0
2024,1,23,24,0
2024,1,24,1,0
2024,1,24,2,0
2024,1,24,3,0
2024,1,24,4,0
2024,1,24,5,0
2024,1,24,6,0
2024,1,24,7,0
2024,1,24,8,42
2024,1,24,9,174
2024,1,24,10,192
2024,1,24,11,198
2024,1,24,12,255
2024,1,24,13,213
2024,1,24,14,186
2024,1,24,15,156
2024,1,24,16,111
2024,1,24,17,39
2024,1,24,18,0
2024,1,24,19,0
2024,1,24,20,0
2024,1,24,21,0
2024,1,24,22,0
2024,1,24,23,0
2024,1,24,24,0
2024,1,25,1,0
2024,1,25,2,0
2024,1,25,3,0
2024,1,25,4,0
2024,1,25,5,0
2024,1,25,6,0
2024,1,25,7,0
2024,1,25,8,42
2024,1,25,9,117
2024,1,25,10,180
2024,1,25,11,234
2024,1,25,12,246
2024,1,25,13,192
2024,1,25,14,234
2024,1,25,15,198
2024,1,25,16,150
2024,1,25,17,57
2024,1,25,18,0
2024,1,25,19,0
2024,1,25,20,0
2024,1,25,21,0
2024,1,25,22,0
2024,1,25,23,0
2024,1,25,24,0
2024,1,26,1,0
2024,1,26,2,0
2024,1,26,3,0
2024,1,26,4,0
2024,1,26,5,0
2024,1,26,6,0
2024,1,26,7,0
2024,1,26,8,42
2024,1,26,9,126
2024,1,26,10,168
2024,1,26,11,216
2024,1,26,12,189
2024,1,26,13,204
2024,1,26,14,180
2024,1,26,15,93
2024,1,26,16,72
2024,1,26,17,36
2024,1,26,18,0
2024,1,26,19,0
2024,1,26,20,0
2024,1,26,21,0
2024,1,26,22,0
2024,1,26,23,0
2024,1,26,24,0
2024,1,27,1,0
2024,1,27,2,0
2024,1,27,3,0
2024,1,27,4,0
2024,1,27,5,0
2024,1,27,6,0
2024,1,27,7,0
2024,1,27,8,48
2024,1,27,9,189
2024,1,27,10,294
2024,1,27,11,318
2024,1,27,12,318
2024,1,27,13,294
2024,1,27,14,282
2024,1,27,15,288
2024,1,27,16,231
2024,1,27,17,96
2024,1,27,18,0
2024,1,27,19,0
2024,1,27,20,0
2024,1,27,21,0
2024,1,27,22,0
2024,1,27,23,0
2024,1,27,24,0
2024,1,28,1,0
2024,1,28,2,0
2024,1,28,3,0
2024,1,28,4,0
2024,1,28,5,0
2024,1,28,6,0
2024,1,28,7,0
2024,1,28,8,51
2024,1,28,9,189
2024,1,28,10,279
2024,1,28,11,312
2024,1,28,12,279
2024,1,28,13,273
2024,1,28,14,282
2024,1,28,15,231
2024,1,28,16,168
2024,1,28,17,63
2024,1,28,18,0
2024,1,28,19,0
2024,1,28,20,0
2024,1,28,21,0
2024,1,28,22,0
2024,1,28,23,0
2024,1,28,24,0
2024,1,29,1,0
2024,1,29,2,0
2024,1,29,3,0
2024,1,29,4,0
2024,1,29,5,0
2024,1,29,6,0
2024,1,29,7,0
2024,1,29,8,9
2024,1,29,9,105
2024,1,29,10,195
2024,1,29,11,246
2024,1,29,12,291
2024,1,29,13,252
2024,1,29,14,204
2024,1,29,15,168
2024,1,29,16,147
2024,1,29,17,69
2024,1,29,18,0
2024,1,29,19,0
2024,1,29,20,0
2024,1,29,21,0
2024,1,29,22,0
2024,1,29,23,0
2024,1,29,24,0
2024,1,30,1,0
2024,1,30,2,0
2024,1,30,3,0
2024,1,30,4,0
2024,1,30,5,0
2024,1,30,6,0
2024,1,30,7,0
2024,1,30,8,21
2024,1,30,9,153
2024,1,30,10,246
2024,1,30,11,309
2024,1,30,12,303
2024,1,30,13,261
2024,1,30,14,276
2024,1,30,15,282
2024,1,30,16,216
2024,1,30,17,84
2024,1,30,18,0
2024,1,30,19,0
2024,1,30,20,0
2024,1,30,21,0
2024,1,30,22,0
2024,1,30,23,0
2024,1,30,24,0
2024,1,31,1,0
2024,1,31,2,0
2024,1,31,3,0
2024,1,31,4,0
2024,1,31,5,0
2024,1,31,6,0
2024,1,31,7,0
2024,1,31,8,12
2024,1,31,9,93
2024,1,31,10,207
2024,1,31,11,237
2024,1,31,12,267
2024,1,31,13,264
2024,1,31,14,291
2024,1,31,15,234
2024,1,31,16,216
2024,1,31,17,81
2024,1,31,18,0
2024,1,31,19,0
2024,1,31,20,0
2024,1,31,21,0
2024,1,31,22,0
2024,1,31,23,0
2024,1,31,24,0
2024,2,1,1,0
2024,2,1,2,0
2024,2,1,3,0
2024,2,1,4,0
2024,2,1,5,0
2024,2,1,6,0
2024,2,1,7,0
2024,2,1,8,6
2024,2,1,9,72
2024,2,1,10,84
2024,2,1,11,144
2024,2,1,12,234
2024,2,1,13,231
2024,2,1,14,195
2024,2,1,15,159
2024,2,1,16,135
2024,2,1,17,42
2024,2,1,18,0
2024,2,1,19,0
2024,2,1,20,0
2024,2,1,21,0
2024,2,1,22,0
2024,2,1,23,0
2024,2,1,24,0
2024,2,2,1,0
2024,2,2,2,0
2024,2,2,3,0
2024,2,2,4,0
2024,2,2,5,0
2024,2,2,6,0
2024,2,2,7,0
2024,2,2,8,33
2024,2,2,9,105
2024,2,2,10,207
2024,2,2,11,267
2024,2,2,12,246
2024,2,2,13,234
2024,2,2,14,252
2024,2,2,15,285
2024,2,2,16,240
2024,2,2,17,111
2024,2,2,18,0
2024,2,2,19,0
2024,2,2,20,0
2024,2,2,21,0
2024,2,2,22,0
2024,2,2,23,0
2024,2,2,24,0
2024,2,3,1,0
2024,2,3,2,0
2024,2,3,3,0
2024,2,3,4,0
2024,2,3,5,0
2024,2,3,6,0
2024,2,3,7,0
2024,2,3,8,36
2024,2,3,9,165
2024,2,3,10,294
2024,2,3,11,318
2024,2,3,12,318
2024,2,3,13,312
2024,2,3,14,306
2024,2,3,15,213
2024,2,3,16,207
2024,2,3,17,99
2024,2,3,18,0
2024,2,3,19,0
2024,2,3,20,0
2024,2,3,21,0
2024,2,3,22,0
2024,2,3,23,0
2024,2,3,24,0
2024,2,4,1,0
2024,2,4,2,0
2024,2,4,3,0
2024,2,4,4,0
2024,2,4,5,0
2024,2,4,6,0
2024,2,4,7,0
2024,2,4,8,60
2024,2,4,9,201
2024,2,4,10,300
2024,2,4,11,324
2024,2,4,12,327
2024,2,4,13,318
2024,2,4,14,312
2024,2,4,15,297
2024,2,4,16,246
2024,2,4,17,114
2024,2,4,18,0
2024,2,4,19,0
2024,2,4,20,0
2024,2,4,21,0
2024,2,4,22,0
2024,2,4,23,0
2024,2,4,24,0
2024,2,5,1,0
2024,2,5,2,0
2024,2,5,3,0
2024,2,5,4,0
2024,2,5,5,0
2024,2,5,6,0
2024,2,5,7,0
2024,2,5,8,63
2024,2,5,9,201
2024,2,5,10,297
2024,2,5,11,318
2024,2,5,12,315
2024,2,5,13,306
2024,2,5,14,225
2024,2,5,15,225
2024,2,5,16,192
2024,2,5,17,111
2024,2,5,18,0
2024,2,5,19,0
2024,2,5,20,0
2024,2,5,21,0
2024,2,5,22,0
2024,2,5,23,0
2024,2,5,24,0
2024,2,6,1,0
2024,2,6,2,0
2024,2,6,3,0
2024,2,6,4,0
2024,2,6,5,0
2024,2,6,6,0
2024,2,6,7,0
2024,2,6,8,63
2024,2,6,9,204
2024,2,6,10,294
2024,2,6,11,315
2024,2,6,12,315
2024,2,6,13,309
2024,2,6,14,306
2024,2,6,15,294
2024,2,6,16,249
2024,2,6,17,123
2024,2,6,18,3
2024,2,6,19,0
2024,2,6,20,0
2024,2,6,21,0
2024,2,6,22,0
2024,2,6,23,0
2024,2,6,24,0
2024,2,7,1,0
2024,2,7,2,0
2024,2,7,3,0
2024,2,7,4,0
2024,2,7,5,0
2024,2,7,6,0
2024,2,7,7,0
2024,2,7,8,27
2024,2,7,9,78
2024,2,7,10,156
2024,2,7,11,243
2024,2,7,12,255
2024,2,7,13,222
2024,2,7,14,177
2024,2,7,15,132
2024,2,7,16,48
2024,2,7,17,12
2024,2,7,18,0
2024,2,7,19,0
2024,2,7,20,0
2024,2,7,21,0
2024,2,7,22,0
2024,2,7,23,0
2024,2,7,24,0
2024,2,8,1,0
2024,2,8,2,0
2024,2,8,3,0
2024,2,8,4,0
2024,2,8,5,0
2024,2,8,6,0
2024,2,8,7,0
2024,2,8,8,51
2024,2,8,9,111
2024,2,8,10,192
2024,2,8,11,183
2024,2,8,12,225
2024,2,8,13,204
2024,2,8,14,243
2024,2,8,15,234
2024,2,8,16,204
2024,2,8,17,117
2024,2,8,18,3
2024,2,8,19,0
2024,2,8,20,0
2024,2,8,21,0
2024,2,8,22,0
2024,2,8,23,0
2024,2,8,24,0
2024,2,9,1,0
2024,2,9,2,0
2024,2,9,3,0
2024,2,9,4,0
2024,2,9,5,0
2024,2,9,6,0
2024,2,9,7,0
2024,2,9,8,39
2024,2,9,9,150
2024,2,9,10,201
2024,2,9,11,258
2024,2,9,12,264
2024,2,9,13,261
2024,2,9,14,276
2024,2,9,15,261
2024,2,9,16,189
2024,2,9,17,69
2024,2,9,18,3
2024,2,9,19,0
2024,2,9,20,0
2024,2,9,21,0
2024,2,9,22,0
2024,2,9,23,0
2024,2,9,24,0
2024,2,10,1,0
2024,2,10,2,0
2024,2,10,3,0
2024,2,10,4,0
2024,2,10,5,0
2024,2,10,6,0
2024,2,10,7,0
2024,2,10,8,60
2024,2,10,9,186
2024,2,10,10,225
2024,2,10,11,252
2024,2,10,12,255
2024,2,10,13,243
2024,2,10,14,246
2024,2,10,15,228
2024,2,10,16,216
2024,2,10,17,90
2024,2,10,18,0
2024,2,10,19,0
2024,2,10,20,0
2024,2,10,21,0
2024,2,10,22,0
2024,2,10,23,0
2024,2,10,24,0
2024,2,11,1,0
2024,2,11,2,0
2024,2,11,3,0
2024,2,11,4,0
2024,2,11,5,0
2024,2,11,6,0
2024,2,11,7,0
2024,2,11,8,51
2024,2,11,9,204
2024,2,11,10,291
2024,2,11,11,282
2024,2,11,12,264
2024,2,11,13,234
2024,2,11,14,177
2024,2,11,15,99
2024,2,11,16,63
2024,2,11,17,27
2024,2,11,18,0
2024,2,11,19,0
2024,2,11,20,0
2024,2,11,21,0
2024,2,11,22,0
2024,2,11,23,0
2024,2,11,24,0
2024,2,12,1,0
2024,2,12,2,0
2024,2,12,3,0
2024,2,12,4,0
2024,2,12,5,0
2024,2,12,6,0
2024,2,12,7,0
2024,2,12,8,36
2024,2,12,9,180
2024,2,12,10,207
2024,2,12,11,153
2024,2,12,12,168
2024,2,12,13,165
2024,2,12,14,240
2024,2,12,15,216
2024,2,12,16,171
2024,2,12,17,90
2024,2,12,18,6
2024,2,12,19,0
2024,2,12,20,0
2024,2,12,21,0
2024,2,12,22,0
2024,2,12,23,0
2024,2,12,24,0
2024,2,13,1,0
2024,2,13,2,0
2024,2,13,3,0
2024,2,13,4,0
2024,2,13,5,0
2024,2,13,6,0
2024,2,13,7,0
2024,2,13,8,30
2024,2,13,9,36
2024,2,13,10,36
2024,2,13,11,48
2024,2,13,12,63
2024,2,13,13,72
2024,2,13,14,45
2024,2,13,15,78
2024,2,13,16,57
2024,2,13,17,21
2024,2,13,18,0
2024,2,13,19,0
2024,2,13,20,0
2024,2,13,21,0
2024,2,13,22,0
2024,2,13,23,0
2024,2,13,24,0
2024,2,14,1,0
2024,2,14,2,0
2024,2,14,3,0
2024,2,14,4,0
2024,2,14,5,0
2024,2,14,6,0
2024,2,14,7,0
2024,2,14,8,6
2024,2,14,9,87
2024,2,14,10,201
2024,2,14,11,198
2024,2,14,12,321
2024,2,14,13,303
2024,2,14,14,237
2024,2,14,15,177
2024,2,14,16,117
2024,2,14,17,78
2024,2,14,18,6
2024,2,14,19,0
2024,2,14,20,0
2024,2,14,21,0
2024,2,14,22,0
2024,2,14,23,0
2024,2,14,24,0
2024,2,15,1,0
2024,2,15,2,0
2024,2,15,3,0
2024,2,15,4,0
2024,2,15,5,0
2024,2,15,6,0
2024,2,15,7,0
2024,2,15,8,33
2024,2,15,9,87
2024,2,15,10,177
2024,2,15,11,189
2024,2,15,12,123
2024,2,15,13,147
2024,2,15,14,144
2024,2,15,15,171
2024,2,15,16,123
2024,2,15,17,90
2024,2,15,18,12
2024,2,15,19,0
2024,2,15,20,0
2024,2,15,21,0
2024,2,15,22,0
2024,2,15,23,0
2024,2,15,24,0
2024,2,16,1,0
2024,2,16,2,0
2024,2,16,3,0
2024,2,16,4,0
2024,2,16,5,0
2024,2,16,6,0
2024,2,16,7,3
2024,2,16,8,81
2024,2,16,9,207
2024,2,16,10,222
2024,2,16,11,270
2024,2,16,12,300
2024,2,16,13,309
2024,2,16,14,303
2024,2,16,15,267
2024,2,16,16,192
2024,2,16,17,81
2024,2,16,18,6
2024,2,16,19,0
2024,2,16,20,0
2024,2,16,21,0
2024,2,16,22,0
2024,2,16,23,0
2024,2,16,24,0
2024,2,17,1,0
2024,2,17,2,0
2024,2,17,3,0
2024,2,17,4,0
2024,2,17,5,0
2024,2,17,6,0
2024,2,17,7,3
2024,2,17,8,84
2024,2,17,9,225
2024,2,17,10,303
2024,2,17,11,309
2024,2,17,12,327
2024,2,17,13,285
2024,2,17,14,252
2024,2,17,15,219
2024,2,17,16,192
2024,2,17,17,93
2024,2,17,18,6
2024,2,17,19,0
2024,2,17,20,0
2024,2,17,21,0
2024,2,17,22,0
2024,2,17,23,0
2024,2,17,24,0
2024,2,18,1,0
2024,2,18,2,0
2024,2,18,3,0
2024,2,18,4,0
2024,2,18,5,0
2024,2,18,6,0
2024,2,18,7,3
2024,2,18,8,63
2024,2,18,9,150
2024,2,18,10,180
2024,2,18,11,198
2024,2,18,12,228
2024,2,18,13,231
2024,2,18,14,204
2024,2,18,15,144
2024,2,18,16,141
2024,2,18,17,60
2024,2,18,18,9
2024,2,18,19,0
2024,2,18,20,0
2024,2,18,21,0
2024,2,18,22,0
2024,2,18,23,0
2024,2,18,24,0
2024,2,19,1,0
2024,2,19,2,0
2024,2,19,3,0
2024,2,19,4,0
2024,2,19,5,0
2024,2,19,6,0
2024,2,19,7,0
2024,2,19,8,12
2024,2,19,9,45
2024,2,19,10,180
2024,2,19,11,174
2024,2,19,12,165
2024,2,19,13,276
2024,2,19,14,204
2024,2,19,15,198
2024,2,19,16,258
2024,2,19,17,144
2024,2,19,18,24
2024,2,19,19,0
2024,2,19,20,0
2024,2,19,21,0
2024,2,19,22,0
2024,2,19,23,0
2024,2,19,24,0
2024,2,20,1,0
2024,2,20,2,0
2024,2,20,3,0
2024,2,20,4,0
2024,2,20,5,0
2024,2,20,6,0
2024,2,20,7,6
2024,2,20,8,93
2024,2,20,9,141
2024,2,20,10,195
2024,2,20,11,225
2024,2,20,12,225
2024,2,20,13,231
2024,2,20,14,195
2024,2,20,15,201
2024,2,20,16,153
2024,2,20,17,90
2024,2,20,18,9
2024,2,20,19,0
2024,2,20,20,0
2024,2,20,21,0
2024,2,20,22,0
2024,2,20,23,0
2024,2,20,24,0
2024,2,21,1,0
2024,2,21,2,0
2024,2,21,3,0
2024,2,21,4,0
2024,2,21,5,0
2024,2,21,6,0
2024,2,21,7,0
2024,2,21,8,21
2024,2,21,9,75
2024,2,21,10,156
2024,2,21,11,198
2024,2,21,12,210
2024,2,21,13,213
2024,2,21,14,213
2024,2,21,15,189
2024,2,21,16,141
2024,2,21,17,45
2024,2,21,18,3
2024,2,21,19,0
2024,2,21,20,0
2024,2,21,21,0
2024,2,21,22,0
2024,2,21,23,0
2024,2,21,24,0
2024,2,22,1,0
2024,2,22,2,0
2024,2,22,3,0
2024,2,22,4,0
2024,2,22,5,0
2024,2,22,6,0
2024,2,22,7,0
2024,2,22,8,51
2024,2,22,9,120
2024,2,22,10,171
2024,2,22,11,222
2024,2,22,12,171
2024,2,22,13,189
2024,2,22,14,147
2024,2,22,15,114
2024,2,22,16,87
2024,2,22,17,45
2024,2,22,18,15
2024,2,22,19,0
2024,2,22,20,0
2024,2,22,21,0
