Year,Month,Day,Period,node_a,node_b,node_c,node_d,node_e
2024,1,6,7,0,142.8,141.4,193.2,0
2024,1,6,8,0,151.7,150.2,205.4,0
2024,1,6,9,0,152.8,151.3,206.8,0
2024,1,6,10,0,156.2,154.6,211.4,0
2024,1,6,11,0,157.3,155.7,212.9,0
2024,1,6,12,0,159.5,157.9,215.9,0
2024,1,6,13,0,158.4,156.8,214.4,0
2024,1,6,14,0,158.4,156.8,214.4,0
2024,1,6,15,0,157.3,155.7,212.9,0
2024,1,6,16,0,151.7,150.2,205.4,0
2024,1,6,17,0,158.4,156.8,214.4,0
2024,1,6,18,0,169.5,167.8,229.5,0
2024,1,6,19,0,172.9,171.2,234,0
2024,1,6,20,0,166.2,164.6,225,0
2024,1,6,21,0,162.9,161.2,220.4,0
2024,1,6,22,0,153.9,152.4,208.4,0
2024,1,6,23,0,140.6,139.1,190.2,0
2024,1,6,24,0,129.4,128.1,175.1,0
2024,1,7,1,0,121.5,120.3,164.6,0
2024,1,7,2,0,117,115.9,158.5,0
2024,1,7,3,0,113.7,112.6,153.9,0
2024,1,7,4,0,110.4,109.3,149.4,0
2024,1,7,5,0,114.8,113.7,155.4,0
2024,1,7,6,0,121.5,120.3,164.6,0
2024,1,7,7,0,128.2,127,173.6,0
2024,1,7,8,0,132.7,131.4,179.6,0
2024,1,7,9,0,139.4,138,188.7,0
2024,1,7,10,0,143.9,142.5,194.7,0
2024,1,7,11,0,143.9,142.5,194.7,0
2024,1,7,12,0,145,143.5,196.2,0
2024,1,7,13,0,141.7,140.2,191.8,0
2024,1,7,14,0,141.7,140.2,191.8,0
2024,1,7,15,0,140.6,139.1,190.2,0
2024,1,7,16,0,138.3,136.9,187.2,0
2024,1,7,17,0,140.6,139.1,190.2,0
2024,1,7,18,0,158.4,156.8,214.4,0
2024,1,7,19,0,158.4,156.8,214.4,0
2024,1,7,20,0,156.2,154.6,211.4,0
2024,1,7,21,0,151.7,150.2,205.4,0
2024,1,7,22,0,143.9,142.5,194.7,0
2024,1,7,23,0,131.6,130.3,178.2,0
2024,1,7,24,0,122.6,121.4,166,0
2024,1,8,1,0,113.7,112.6,153.9,0
2024,1,8,2,0,109.3,108.2,147.9,0
2024,1,8,3,0,105.9,104.9,143.4,0
2024,1,8,4,0,108.2,107.1,146.4,0
2024,1,8,5,0,109.3,108.2,147.9,0
2024,1,8,6,0,111.5,110.4,151,0
2024,1,8,7,0,115.9,114.8,157,0
2024,1,8,8,0,119.3,118.2,161.5,0
2024,1,8,9,0,127.1,125.8,172.1,0
2024,1,8,10,0,128.2,127,173.6,0
2024,1,8,11,0,135,133.6,182.6,0
2024,1,8,12,0,132.7,131.4,179.6,0
2024,1,8,13,0,132.7,131.4,179.6,0
2024,1,8,14,0,132.7,131.4,179.6,0
2024,1,8,15,0,131.6,130.3,178.2,0
2024,1,8,16,0,130.5,129.2,176.6,0
2024,1,8,17,0,133.8,132.5,181.1,0
2024,1,8,18,0,156.2,154.6,211.4,0
2024,1,8,19,0,155,153.5,209.8,0
2024,1,8,20,0,155,153.5,209.8,0
2024,1,8,21,0,149.4,147.9,202.3,0
2024,1,8,22,0,140.6,139.1,190.2,0
2024,1,8,23,0,129.4,128.1,175.1,0
2024,1,8,24,0,115.9,114.8,157,0
2024,1,9,1,0,112.6,111.4,152.4,0
2024,1,9,2,0,108.2,107.1,146.4,0
2024,1,9,3,0,108.2,107.1,146.4,0
2024,1,9,4,0,108.2,107.1,146.4,0
2024,1,9,5,0,111.5,110.4,151,0
2024,1,9,6,0,122.6,121.4,166,0
2024,1,9,7,0,142.8,141.4,193.2,0
2024,1,9,8,0,147.3,145.8,199.3,0
2024,1,9,9,0,149.4,147.9,202.3,0
2024,1,9,10,0,152.8,151.3,206.8,0
2024,1,9,11,0,155,153.5,209.8,0
2024,1,9,12,0,153.9,152.4,208.4,0
2024,1,9,13,0,155,153.5,209.8,0
2024,1,9,14,0,156.2,154.6,211.4,0
2024,1,9,15,0,155,153.5,209.8,0
2024,1,9,16,0,151.7,150.2,205.4,0
2024,1,9,17,0,153.9,152.4,208.4,0
2024,1,9,18,0,171.8,170.1,232.6,0
2024,1,9,19,0,170.6,169,231,0
2024,1,9,20,0,169.5,167.8,229.5,0
2024,1,9,21,0,165.1,163.4,223.4,0
2024,1,9,22,0,151.7,150.2,205.4,0
2024,1,9,23,0,138.3,136.9,187.2,0
2024,1,9,24,0,123.8,122.6,167.5,0
2024,1,10,1,0,120.4,119.3,163,0
2024,1,10,2,0,114.8,113.7,155.4,0
2024,1,10,3,0,111.5,110.4,151,0
2024,1,10,4,0,115.9,114.8,157,0
2024,1,10,5,0,119.3,118.2,161.5,0
2024,1,10,6,0,130.5,129.2,176.6,0
2024,1,10,7,0,147.3,145.8,199.3,0
2024,1,10,8,0,155,153.5,209.8,0
2024,1,10,9,0,156.2,154.6,211.4,0
2024,1,10,10,0,155,153.5,209.8,0
2024,1,10,11,0,156.2,154.6,211.4,0
2024,1,10,12,0,155,153.5,209.8,0
2024,1,10,13,0,153.9,152.4,208.4,0
2024,1,10,14,0,155,153.5,209.8,0
2024,1,10,15,0,149.4,147.9,202.3,0
2024,1,10,16,0,149.4,147.9,202.3,0
2024,1,10,17,0,151.7,150.2,205.4,0
2024,1,10,18,0,172.9,171.2,234,0
2024,1,10,19,0,170.6,169,231,0
2024,1,10,20,0,169.5,167.8,229.5,0
2024,1,10,21,0,165.1,163.4,223.4,0
2024,1,10,22,0,153.9,152.4,208.4,0
2024,1,10,23,0,138.3,136.9,187.2,0
2024,1,10,24,0,126,124.7,170.6,0
2024,1,11,1,0,119.3,118.2,161.5,0
2024,1,11,2,0,113.7,112.6,153.9,0
2024,1,11,3,0,112.6,111.4,152.4,0
2024,1,11,4,0,113.7,112.6,153.9,0
2024,1,11,5,0,117,115.9,158.5,0
2024,1,11,6,0,129.4,128.1,175.1,0
2024,1,11,7,0,148.3,146.9,200.8,0
2024,1,11,8,0,156.2,154.6,211.4,0
2024,1,11,9,0,156.2,154.6,211.4,0
2024,1,11,10,0,160.6,159,217.4,0
2024,1,11,11,0,159.5,157.9,215.9,0
2024,1,11,12,0,159.5,157.9,215.9,0
2024,1,11,13,0,157.3,155.7,212.9,0
2024,1,11,14,0,143.9,142.5,194.7,0
2024,1,11,15,0,150.6,149,203.8,0
2024,1,11,16,0,150.6,149,203.8,0
2024,1,11,17,0,155,153.5,209.8,0
2024,1,11,18,0,170.6,169,231,0
2024,1,11,19,0,164,162.3,222,0
2024,1,11,20,0,171.8,170.1,232.6,0
2024,1,11,21,0,167.3,165.7,226.5,0
2024,1,11,22,0,150.6,149,203.8,0
2024,1,11,23,0,136.1,134.7,184.2,0
2024,1,11,24,0,123.8,122.6,167.5,0
2024,1,12,1,0,118.2,117,160,0
2024,1,12,2,0,113.7,112.6,153.9,0
2024,1,12,3,0,110.4,109.3,149.4,0
2024,1,12,4,0,112.6,111.4,152.4,0
2024,1,12,5,0,114.8,113.7,155.4,0
2024,1,12,6,0,126,124.7,170.6,0
2024,1,12,7,0,143.9,142.5,194.7,0
2024,1,12,8,0,149.4,147.9,202.3,0
2024,1,12,9,0,153.9,152.4,208.4,0
2024,1,12,10,0,156.2,154.6,211.4,0
2024,1,12,11,0,158.4,156.8,214.4,0
2024,1,12,12,0,159.5,157.9,215.9,0
2024,1,12,13,0,158.4,156.8,214.4,0
2024,1,12,14,0,156.2,154.6,211.4,0
2024,1,12,15,0,153.9,152.4,208.4,0
2024,1,12,16,0,149.4,147.9,202.3,0
2024,1,12,17,0,151.7,150.2,205.4,0
2024,1,12,18,0,170.6,169,231,0
2024,1,12,19,0,174,172.2,235.6,0
2024,1,12,20,0,165.1,163.4,223.4,0
2024,1,12,21,0,166.2,164.6,225,0
2024,1,12,22,0,155,153.5,209.8,0
2024,1,12,23,0,138.3,136.9,187.2,0
2024,1,12,24,0,129.4,128.1,175.1,0
2024,1,13,1,0,123.8,122.6,167.5,0
2024,1,13,2,0,120.4,119.3,163,0
2024,1,13,3,0,118.2,117,160,0
2024,1,13,4,0,115.9,114.8,157,0
2024,1,13,5,0,122.6,121.4,166,0
2024,1,13,6,0,136.1,134.7,184.2,0
2024,1,13,7,0,153.9,152.4,208.4,0
2024,1,13,8,0,159.5,157.9,215.9,0
2024,1,13,9,0,158.4,156.8,214.4,0
2024,1,13,10,0,157.3,155.7,212.9,0
2024,1,13,11,0,157.3,155.7,212.9,0
2024,1,13,12,0,153.9,152.4,208.4,0
2024,1,13,13,0,150.6,149,203.8,0
2024,1,13,14,0,150.6,149,203.8,0
2024,1,13,15,0,147.3,145.8,199.3,0
2024,1,13,16,0,145,143.5,196.2,0
2024,1,13,17,0,147.3,145.8,199.3,0
2024,1,13,18,0,165.1,163.4,223.4,0
2024,1,13,19,0,168.4,166.8,228,0
2024,1,13,20,0,165.1,163.4,223.4,0
2024,1,13,21,0,160.6,159,217.4,0
2024,1,13,22,0,153.9,152.4,208.4,0
2024,1,13,23,0,143.9,142.5,194.7,0
2024,1,13,24,0,127.1,125.8,172.1,0
2024,1,14,1,0,123.8,122.6,167.5,0
2024,1,14,2,0,119.3,118.2,161.5,0
2024,1,14,3,0,119.3,118.2,161.5,0
2024,1,14,4,0,118.2,117,160,0
2024,1,14,5,0,120.4,119.3,163,0
2024,1,14,6,0,124.9,123.6,169,0
2024,1,14,7,0,136.1,134.7,184.2,0
2024,1,14,8,0,136.1,134.7,184.2,0
2024,1,14,9,0,147.3,145.8,199.3,0
2024,1,14,10,0,148.3,146.9,200.8,0
2024,1,14,11,0,149.4,147.9,202.3,0
2024,1,14,12,0,148.3,146.9,200.8,0
2024,1,14,13,0,145,143.5,196.2,0
2024,1,14,14,0,141.7,140.2,191.8,0
2024,1,14,15,0,140.6,139.1,190.2,0
2024,1,14,16,0,139.4,138,188.7,0
2024,1,14,17,0,141.7,140.2,191.8,0
2024,1,14,18,0,160.6,159,217.4,0
2024,1,14,19,0,160.6,159,217.4,0
2024,1,14,20,0,158.4,156.8,214.4,0
2024,1,14,21,0,155,153.5,209.8,0
2024,1,14,22,0,147.3,145.8,199.3,0
2024,1,14,23,0,135,133.6,182.6,0
2024,1,14,24,0,127.1,125.8,172.1,0
2024,1,15,1,0,118.2,117,160,0
2024,1,15,2,0,117,115.9,158.5,0
2024,1,15,3,0,113.7,112.6,153.9,0
2024,1,15,4,0,114.8,113.7,155.4,0
2024,1,15,5,0,114.8,113.7,155.4,0
2024,1,15,6,0,122.6,121.4,166,0
2024,1,15,7,0,124.9,123.6,169,0
2024,1,15,8,0,130.5,129.2,176.6,0
2024,1,15,9,0,139.4,138,188.7,0
2024,1,15,10,0,142.8,141.4,193.2,0
2024,1,15,11,0,141.7,140.2,191.8,0
2024,1,15,12,0,141.7,140.2,191.8,0
2024,1,15,13,0,136.1,134.7,184.2,0
2024,1,15,14,0,135,133.6,182.6,0
2024,1,15,15,0,132.7,131.4,179.6,0
2024,1,15,16,0,131.6,130.3,178.2,0
2024,1,15,17,0,133.8,132.5,181.1,0
2024,1,15,18,0,156.2,154.6,211.4,0
2024,1,15,19,0,157.3,155.7,212.9,0
2024,1,15,20,0,157.3,155.7,212.9,0
2024,1,15,21,0,149.4,147.9,202.3,0
2024,1,15,22,0,139.4,138,188.7,0
2024,1,15,23,0,127.1,125.8,172.1,0
2024,1,15,24,0,119.3,118.2,161.5,0
2024,1,16,1,0,114.8,113.7,155.4,0
2024,1,16,2,0,108.2,107.1,146.4,0
2024,1,16,3,0,105.9,104.9,143.4,0
2024,1,16,4,0,109.3,108.2,147.9,0
2024,1,16,5,0,111.5,110.4,151,0
2024,1,16,6,0,122.6,121.4,166,0
2024,1,16,7,0,132.7,131.4,179.6,0
2024,1,16,8,0,138.3,136.9,187.2,0
2024,1,16,9,0,143.9,142.5,194.7,0
2024,1,16,10,0,149.4,147.9,202.3,0
2024,1,16,11,0,152.8,151.3,206.8,0
2024,1,16,12,0,153.9,152.4,208.4,0
2024,1,16,13,0,152.8,151.3,206.8,0
2024,1,16,14,0,153.9,152.4,208.4,0
2024,1,16,15,0,152.8,151.3,206.8,0
2024,1,16,16,0,145,143.5,196.2,0
2024,1,16,17,0,152.8,151.3,206.8,0
2024,1,16,18,0,170.6,169,231,0
2024,1,16,19,0,171.8,170.1,232.6,0
2024,1,16,20,0,174,172.2,235.6,0
2024,1,16,21,0,164,162.3,222,0
2024,1,16,22,0,155,153.5,209.8,0
2024,1,16,23,0,139.4,138,188.7,0
2024,1,16,24,0,129.4,128.1,175.1,0
2024,1,17,1,0,121.5,120.3,164.6,0
2024,1,17,2,0,117,115.9,158.5,0
2024,1,17,3,0,112.6,111.4,152.4,0
2024,1,17,4,0,113.7,112.6,153.9,0
2024,1,17,5,0,121.5,120.3,164.6,0
2024,1,17,6,0,135,133.6,182.6,0
2024,1,17,7,0,152.8,151.3,206.8,0
2024,1,17,8,0,160.6,159,217.4,0
2024,1,17,9,0,159.5,157.9,215.9,0
2024,1,17,10,0,160.6,159,217.4,0
2024,1,17,11,0,160.6,159,217.4,0
2024,1,17,12,0,159.5,157.9,215.9,0
2024,1,17,13,0,155,153.5,209.8,0
2024,1,17,14,0,156.2,154.6,211.4,0
2024,1,17,15,0,152.8,151.3,206.8,0
2024,1,17,16,0,146.2,144.6,197.8,0
2024,1,17,17,0,152.8,151.3,206.8,0
2024,1,17,18,0,169.5,167.8,229.5,0
2024,1,17,19,0,177.4,175.6,240.1,0
2024,1,17,20,0,172.9,171.2,234,0
2024,1,17,21,0,169.5,167.8,229.5,0
2024,1,17,22,0,158.4,156.8,214.4,0
2024,1,17,23,0,141.7,140.2,191.8,0
2024,1,17,24,0,128.2,127,173.6,0
2024,1,18,1,0,126,124.7,170.6,0
2024,1,18,2,0,119.3,118.2,161.5,0
2024,1,18,3,0,121.5,120.3,164.6,0
2024,1,18,4,0,121.5,120.3,164.6,0
2024,1,18,5,0,126,124.7,170.6,0
2024,1,18,6,0,138.3,136.9,187.2,0
2024,1,18,7,0,156.2,154.6,211.4,0
2024,1,18,8,0,164,162.3,222,0
2024,1,18,9,0,161.8,160.1,219,0
2024,1,18,10,0,160.6,159,217.4,0
2024,1,18,11,0,156.2,154.6,211.4,0
2024,1,18,12,0,155,153.5,209.8,0
2024,1,18,13,0,152.8,151.3,206.8,0
2024,1,18,14,0,153.9,152.4,208.4,0
2024,1,18,15,0,152.8,151.3,206.8,0
2024,1,18,16,0,148.3,146.9,200.8,0
2024,1,18,17,0,152.8,151.3,206.8,0
2024,1,18,18,0,172.9,171.2,234,0
2024,1,18,19,0,174,172.2,235.6,0
2024,1,18,20,0,169.5,167.8,229.5,0
2024,1,18,21,0,166.2,164.6,225,0
2024,1,18,22,0,155,153.5,209.8,0
2024,1,18,23,0,136.1,134.7,184.2,0
2024,1,18,24,0,130.5,129.2,176.6,0
2024,1,19,1,0,118.2,117,160,0
2024,1,19,2,0,120.4,119.3,163,0
2024,1,19,3,0,114.8,113.7,155.4,0
2024,1,19,4,0,117,115.9,158.5,0
2024,1,19,5,0,122.6,121.4,166,0
2024,1,19,6,0,136.1,134.7,184.2,0
2024,1,19,7,0,152.8,151.3,206.8,0
2024,1,19,8,0,161.8,160.1,219,0
2024,1,19,9,0,158.4,156.8,214.4,0
2024,1,19,10,0,159.5,157.9,215.9,0
2024,1,19,11,0,158.4,156.8,214.4,0
2024,1,19,12,0,156.2,154.6,211.4,0
2024,1,19,13,0,156.2,154.6,211.4,0
2024,1,19,14,0,157.3,155.7,212.9,0
2024,1,19,15,0,149.4,147.9,202.3,0
2024,1,19,16,0,149.4,147.9,202.3,0
2024,1,19,17,0,149.4,147.9,202.3,0
2024,1,19,18,0,172.9,171.2,234,0
2024,1,19,19,0,172.9,171.2,234,0
2024,1,19,20,0,169.5,167.8,229.5,0
2024,1,19,21,0,165.1,163.4,223.4,0
2024,1,19,22,0,152.8,151.3,206.8,0
2024,1,19,23,0,138.3,136.9,187.2,0
2024,1,19,24,0,129.4,128.1,175.1,0
2024,1,20,1,0,118.2,117,160,0
2024,1,20,2,0,114.8,113.7,155.4,0
2024,1,20,3,0,112.6,111.4,152.4,0
2024,1,20,4,0,114.8,113.7,155.4,0
2024,1,20,5,0,119.3,118.2,161.5,0
2024,1,20,6,0,130.5,129.2,176.6,0
2024,1,20,7,0,149.4,147.9,202.3,0
2024,1,20,8,0,155,153.5,209.8,0
2024,1,20,9,0,152.8,151.3,206.8,0
2024,1,20,10,0,158.4,156.8,214.4,0
2024,1,20,11,0,155,153.5,209.8,0
2024,1,20,12,0,153.9,152.4,208.4,0
2024,1,20,13,0,152.8,151.3,206.8,0
2024,1,20,14,0,155,153.5,209.8,0
2024,1,20,15,0,147.3,145.8,199.3,0
2024,1,20,16,0,146.2,144.6,197.8,0
2024,1,20,17,0,145,143.5,196.2,0
2024,1,20,18,0,160.6,159,217.4,0
2024,1,20,19,0,164,162.3,222,0
2024,1,20,20,0,160.6,159,217.4,0
2024,1,20,21,0,157.3,155.7,212.9,0
2024,1,20,22,0,147.3,145.8,199.3,0
2024,1,20,23,0,132.7,131.4,179.6,0
2024,1,20,24,0,119.3,118.2,161.5,0
2024,1,21,1,0,115.9,114.8,157,0
2024,1,21,2,0,111.5,110.4,151,0
2024,1,21,3,0,108.2,107.1,146.4,0
2024,1,21,4,0,105.9,104.9,143.4,0
2024,1,21,5,0,105.9,104.9,143.4,0
2024,1,21,6,0,115.9,114.8,157,0
2024,1,21,7,0,117,115.9,158.5,0
2024,1,21,8,0,121.5,120.3,164.6,0
2024,1,21,9,0,137.2,135.8,185.7,0
2024,1,21,10,0,140.6,139.1,190.2,0
2024,1,21,11,0,142.8,141.4,193.2,0
2024,1,21,12,0,139.4,138,188.7,0
2024,1,21,13,0,141.7,140.2,191.8,0
2024,1,21,14,0,137.2,135.8,185.7,0
2024,1,21,15,0,132.7,131.4,179.6,0
2024,1,21,16,0,130.5,129.2,176.6,0
2024,1,21,17,0,135,133.6,182.6,0
2024,1,21,18,0,149.4,147.9,202.3,0
2024,1,21,19,0,155,153.5,209.8,0
2024,1,21,20,0,150.6,149,203.8,0
2024,1,21,21,0,148.3,146.9,200.8,0
2024,1,21,22,0,140.6,139.1,190.2,0
2024,1,21,23,0,129.4,128.1,175.1,0
2024,1,21,24,0,120.4,119.3,163,0
2024,1,22,1,0,113.7,112.6,153.9,0
2024,1,22,2,0,108.2,107.1,146.4,0
2024,1,22,3,0,107,106,144.9,0
2024,1,22,4,0,107,106,144.9,0
2024,1,22,5,0,105.9,104.9,143.4,0
2024,1,22,6,0,110.4,109.3,149.4,0
2024,1,22,7,0,117,115.9,158.5,0
2024,1,22,8,0,121.5,120.3,164.6,0
2024,1,22,9,0,135,133.6,182.6,0
2024,1,22,10,0,137.2,135.8,185.7,0
2024,1,22,11,0,140.6,139.1,190.2,0
2024,1,22,12,0,136.1,134.7,184.2,0
2024,1,22,13,0,139.4,138,188.7,0
2024,1,22,14,0,132.7,131.4,179.6,0
2024,1,22,15,0,133.8,132.5,181.1,0
2024,1,22,16,0,129.4,128.1,175.1,0
2024,1,22,17,0,132.7,131.4,179.6,0
2024,1,22,18,0,152.8,151.3,206.8,0
2024,1,22,19,0,157.3,155.7,212.9,0
2024,1,22,20,0,157.3,155.7,212.9,0
2024,1,22,21,0,152.8,151.3,206.8,0
2024,1,22,22,0,146.2,144.6,197.8,0
2024,1,22,23,0,133.8,132.5,181.1,0
2024,1,22,24,0,120.4,119.3,163,0
2024,1,23,1,0,113.7,112.6,153.9,0
2024,1,23,2,0,110.4,109.3,149.4,0
2024,1,23,3,0,109.3,108.2,147.9,0
2024,1,23,4,0,108.2,107.1,146.4,0
2024,1,23,5,0,117,115.9,158.5,0
2024,1,23,6,0,127.1,125.8,172.1,0
2024,1,23,7,0,146.2,144.6,197.8,0
2024,1,23,8,0,152.8,151.3,206.8,0
2024,1,23,9,0,158.4,156.8,214.4,0
2024,1,23,10,0,160.6,159,217.4,0
2024,1,23,11,0,161.8,160.1,219,0
2024,1,23,12,0,158.4,156.8,214.4,0
2024,1,23,13,0,158.4,156.8,214.4,0
2024,1,23,14,0,156.2,154.6,211.4,0
2024,1,23,15,0,155,153.5,209.8,0
2024,1,23,16,0,152.8,151.3,206.8,0
2024,1,23,17,0,155,153.5,209.8,0
2024,1,23,18,0,174,172.2,235.6,0
2024,1,23,19,0,176.2,174.5,238.6,0
2024,1,23,20,0,176.2,174.5,238.6,0
2024,1,23,21,0,169.5,167.8,229.5,0
2024,1,23,22,0,155,153.5,209.8,0
2024,1,23,23,0,139.4,138,188.7,0
2024,1,23,24,0,128.2,127,173.6,0
2024,1,24,1,0,122.6,121.4,166,0
2024,1,24,2,0,118.2,117,160,0
2024,1,24,3,0,114.8,113.7,155.4,0
2024,1,24,4,0,117,115.9,158.5,0
2024,1,24,5,0,121.5,120.3,164.6,0
2024,1,24,6,0,132.7,131.4,179.6,0
2024,1,24,7,0,152.8,151.3,206.8,0
2024,1,24,8,0,155,153.5,209.8,0
2024,1,24,9,0,155,153.5,209.8,0
2024,1,24,10,0,155,153.5,209.8,0
2024,1,24,11,0,158.4,156.8,214.4,0
2024,1,24,12,0,157.3,155.7,212.9,0
2024,1,24,13,0,156.2,154.6,211.4,0
2024,1,24,14,0,158.4,156.8,214.4,0
2024,1,24,15,0,147.3,145.8,199.3,0
2024,1,24,16,0,148.3,146.9,200.8,0
2024,1,24,17,0,149.4,147.9,202.3,0
2024,1,24,18,0,177.4,175.6,240.1,0
2024,1,24,19,0,171.8,170.1,232.6,0
2024,1,24,20,0,169.5,167.8,229.5,0
2024,1,24,21,0,166.2,164.6,225,0
2024,1,24,22,0,150.6,149,203.8,0
