Date,HPC System,Job ID,Partition,Benchmark Code,kpoints,math library,MPI,cpu-bind,Nodes,Cores,Nodelist,Energy,Electronic Steps,Runtime,KPAR,NPAR,node_fill
Wed Jan 19 10:01:13 MST 2022,Eagle,8181620,short,1,4x4x2,mkl,intelmpi_tim,none,1,36,r5i5n10,-6.03E+01,15,0:01:44,4,D,full
Wed Jan 19 10:05:04 MST 2022,Eagle,8181706,short,1,4x4x2,mkl,intelmpi_tim,none,1,36,r6i1n7,-6.03E+01,15,0:01:55,1,4,full
Wed Jan 19 10:07:18 MST 2022,Eagle,8181619,short,1,10x10x5,mkl,intelmpi_tim,none,1,36,r5i5n9,-6.03E+01,15,0:07:49,4,D,full
Wed Jan 19 10:12:09 MST 2022,Eagle,8181705,short,1,10x10x5,mkl,intelmpi_tim,none,1,36,r6i1n6,-6.03E+01,15,0:08:59,1,4,full
Wed Jan 19 10:16:09 MST 2022,Eagle,8181795,short,1,4x4x2,mkl,intelmpi_tim,none,1,36,r2i1n13,-6.03E+01,15,0:01:57,1,sqrt,full
Wed Jan 19 10:23:11 MST 2022,Eagle,8181794,short,1,10x10x5,mkl,intelmpi_tim,none,1,36,r2i1n12,-6.03E+01,15,0:08:59,1,sqrt,full
2021-11-09T10:52:09,Swift,15980,nosmt,1,10x10x5,opnmpi,openmpi,none,1,36,c1-78,-60.279463,15,0:07:58,9,4,partial
Fri Mar 18 12:51:55 MDT 2022,eagle,8759960,short,2,1x1x1,openmpi,openmpi,none,1,36,r8i1n33,-1.27E+03,35,2:18:28,1,D,full
Thu Dec  9 10:26:32 MST 2021,swift,62362,test,1,4x4x2,openmpi,openmpi,none,1,36,c10-47,-6.03E+01,15,0:02:14,9,4,partial
Thu Mar 17 12:58:16 MDT 2022,Eagle,8739171,short,1,10x10x5,openmpi,openmpi,none,1,36,r3i7n14,-6.03E+01,15,0:09:56,9,4,full
Thu Mar 17 13:01:39 MDT 2022,Eagle,8739172,short,1,4x4x2,openmpi,openmpi,none,1,36,r3i7n14,-6.03E+01,15,0:03:03,9,4,full
Thu Feb 24 21:07:49 MST 2022,Eagle,8389006,gpu,2,1x1x1,mkl,intelmpi,none,16,32,"r103u[01,03,05,07,11,15,19],r104u[01,03,05,07,09,11,13,15,29]",-1.27E+03,36,0:23:51,3,D,gres:2
Thu Feb 24 21:34:04 MST 2022,Eagle,8389011,gpu,2,1x1x1,mkl,intelmpi_tim,none,16,32,"r103u[01,03,05,07,11,15,19],r104u[01,03,05,07,09,11,13,15,29]",-1.27E+03,34,0:23:03,4,D,gres:2
Fri Dec  3 23:12:56 UTC 2021,Vermillion,50004375,std,small,8x8x8,mkl,intelmpi,none,2,32,"vs-std-[0008,0016]",-3.94E+01,18,0:00:54,1,D,full
Fri Dec  3 23:12:56 UTC 2021,Vermillion,50004375,std,small,8x8x8,mkl,intelmpi,none,2,32,"vs-std-[0008,0016]",-3.94E+01,18,0:00:54,1,D,full
Fri Dec  3 23:13:45 UTC 2021,Vermillion,50004376,std,small,4x4x4,mkl,intelmpi,none,2,32,"vs-std-[0008,0016]",-3.93E+01,18,0:00:43,1,D,full
Fri Dec  3 23:13:45 UTC 2021,Vermillion,50004376,std,small,4x4x4,mkl,intelmpi,none,2,32,"vs-std-[0008,0016]",-3.93E+01,18,0:00:43,1,D,full
Fri Dec  3 23:14:19 UTC 2021,Vermillion,50004387,std,small,8x8x8,openmpi,openmpi,none,2,32,"vs-std-[0008,0016]",-3.94E+01,18,0:00:17,1,D,full
Fri Dec  3 23:14:19 UTC 2021,Vermillion,50004387,std,small,8x8x8,openmpi,openmpi,none,2,32,"vs-std-[0008,0016]",-3.94E+01,18,0:00:17,1,D,full
Fri Dec  3 23:14:44 UTC 2021,Vermillion,50004388,std,small,4x4x4,openmpi,openmpi,none,2,32,"vs-std-[0008,0016]",-3.93E+01,18,0:00:12,1,D,full
Fri Dec  3 23:14:44 UTC 2021,Vermillion,50004388,std,small,4x4x4,openmpi,openmpi,none,2,32,"vs-std-[0008,0016]",-3.93E+01,18,0:00:12,1,D,full
2022-06-15T10:49:52,Swift,614286_1,parallel,2,1x1x1,mkl,intel_impi,none,1,32,c9-53,-1.27E+03,36,6:37:34,1,1,shared
2022-06-15T10:49:52,Swift,614286_2,parallel,2,1x1x1,mkl,intel_impi,none,1,32,c9-53,-1.27E+03,36,6:37:28,1,1,shared
Thu Nov 18 11:14:36 MST 2021,Swift,22780,debug,small,4x4x4,mkl,intelmpi,none,1,32,c1-29,-39.25197,18,0:00:04,1,D,half
Thu Nov 18 11:15:42 MST 2021,Swift,22779,debug,small,8x8x8,mkl,intelmpi,none,1,32,c1-28,-39.350776,18,0:00:07,1,D,half
Thu Nov 18 17:01:11 MST 2021,Swift,23873,parallel,2,1x1x1,mkl,intelmpi,none,1,32,c4-24,-1271.6723,36,2:18:45,1,D,half
Tue Mar  1 11:27:24 MST 2022,Swift,295122,parallel,1,4x4x2,mkl,intelmpi,none,1,32,c7-6,-6.03E+01,15,0:01:51,1,4,half
Tue Mar  1 11:36:29 MST 2022,Swift,295123,parallel,1,10x10x5,mkl,intelmpi,none,1,32,c7-50,-6.03E+01,15,0:09:05,1,4,half
Tue Mar  1 11:43:56 MST 2022,Swift,295194,parallel,1,4x4x2,mkl,intelmpi,none,1,32,c9-45,-6.03E+01,14,0:02:08,1,D,half
Tue Mar  1 11:51:55 MST 2022,Swift,295195,parallel,1,10x10x5,mkl,intelmpi,none,1,32,c6-50,-6.03E+01,13,0:10:06,1,D,half
Tue Mar  1 11:55:56 MST 2022,Swift,295266,parallel,1,4x4x2,mkl,intelmpi,none,1,32,c6-50,-6.03E+01,15,0:01:27,4,D,half
Tue Mar  1 12:01:45 MST 2022,Swift,295267,parallel,1,10x10x5,mkl,intelmpi,none,1,32,c10-41,-6.03E+01,15,0:07:16,4,D,half
Tue Mar  1 12:03:14 MST 2022,Swift,295338,parallel,1,4x4x2,mkl,intelmpi,none,1,32,c7-50,-6.03E+01,15,0:01:21,4,4,half
Tue Mar  1 12:08:31 MST 2022,Swift,295339,parallel,1,10x10x5,mkl,intelmpi,none,1,32,c9-8,-6.03E+01,15,0:06:38,4,4,half
Tue Mar  1 12:10:36 MST 2022,Swift,295410,parallel,1,4x4x2,mkl,intelmpi,none,1,32,c9-14,-6.03E+01,14,0:02:07,1,sqrt,half
Tue Mar  1 12:15:25 MST 2022,Swift,295482,parallel,1,4x4x2,mkl,intelmpi,none,1,32,c13-53,-6.03E+01,14,0:02:08,4,sqrt,half
Tue Mar  1 12:18:29 MST 2022,Swift,295411,parallel,1,10x10x5,mkl,intelmpi,none,1,32,c10-54,-6.03E+01,13,0:10:00,1,sqrt,half
Tue Mar  1 12:20:47 MST 2022,Swift,295554,parallel,1,4x4x2,mkl,intelmpi,none,1,32,c10-22,-6.03E+01,14,0:02:08,9,sqrt,half
Tue Mar  1 12:25:35 MST 2022,Swift,295483,parallel,1,10x10x5,mkl,intelmpi,none,1,32,c7-28,-6.03E+01,13,0:10:06,4,sqrt,half
Tue Mar  1 12:28:43 MST 2022,Swift,295555,parallel,1,10x10x5,mkl,intelmpi,none,1,32,c10-54,-6.03E+01,13,0:10:04,9,sqrt,half
Tue Mar  1 13:09:10 MST 2022,Swift,294980,parallel,2,1x1x1,mkl,intelmpi,none,1,32," ""c6-52""",-1.27E+03,36,2:15:17,1,D,half
Tue Mar  1 13:09:10 MST 2022,Swift,294980,parallel,2,1x1x1,mkl,intelmpi,none,1,32,c6-52,-1.27E+03,36,2:15:17,1,D,half
2021-11-06T08:41:18,Swift,15907,nosmt,2,1x1x1,mkl,intelmpi_clara,none,1,32,c1-78,-1271.6723,36,2:29:49,1,D,half
2021-11-09T15:27:29,Swift,16537,nosmt,small,1x1x1,mkl,intelmpi_clara,none,1,32,c1-78,-39.350776,18,0:00:07,1,D,half
Mon Nov 29 11:09:50 MST 2021,Swift,36070,debug,small,8x8x8,mkl,intelmpi_clara,none,1,32,c1-30,-3.94E+01,18,0:00:12,1,D,half
Mon Nov 29 11:10:29 MST 2021,Swift,36071,debug,small,4x4x4,mkl,intelmpi_clara,none,1,32,c1-28,-3.93E+01,18,0:00:09,1,D,half
Mon Nov 29 13:30:18 MST 2021,Swift,36153,parallel,2,1x1x1,mkl,intelmpi_clara,none,1,32,c5-7,-1.27E+03,36,2:15:18,1,D,half
2021-11-09T05:50:17,Swift,15926,nosmt,2,1x1x1,opnmpi,openmpi,none,1,32,c1-78,-1271.6723,35,2:21:47,1,D,half
2021-11-09T15:36:32,Swift,16555,nosmt,small,1x1x1,opnmpi,openmpi,none,1,32,c1-78,-39.350776,18,0:00:10,1,D,half
2022-06-22T14:21:27,Swift,632146_1,parallel,2,1x1x1,openmpi,openmpi,none,1,32,c1-47,-1.27E+03,35,6:30:56,1,D,shared
2022-06-22T14:21:27,Swift,632146_2,parallel,2,1x1x1,openmpi,openmpi,none,1,32,c1-47,-1.27E+03,35,6:32:02,1,D,shared
Thu Nov 18 11:14:29 MST 2021,Swift,22769,debug,small,8x8x8,openmpi,openmpi,none,1,32,c1-29,-39.350776,18,0:00:09,1,D,half
Thu Nov 18 11:15:14 MST 2021,Swift,22770,debug,small,4x4x4,openmpi,openmpi,none,1,32,c1-31,-39.25197,18,0:00:06,1,D,half
Thu Nov 18 17:02:21 MST 2021,Swift,23870,parallel,2,1x1x1,openmpi,openmpi,none,1,32,c4-21,-1271.6723,35,2:18:53,1,D,half
Tue Mar  1 11:23:56 MST 2022,Swift,295110,parallel,1,4x4x2,openmpi,openmpi,none,1,32,c13-53,-6.03E+01,15,0:02:52,1,4,half
Tue Mar  1 11:38:20 MST 2022,Swift,295111,parallel,1,10x10x5,openmpi,openmpi,none,1,32,c6-50,-6.03E+01,15,0:14:59,1,4,half
Tue Mar  1 11:39:39 MST 2022,Swift,295182,parallel,1,4x4x2,openmpi,openmpi,none,1,32,c13-53,-6.03E+01,14,0:02:59,1,D,half
Tue Mar  1 11:53:49 MST 2022,Swift,295183,parallel,1,10x10x5,openmpi,openmpi,none,1,32,c5-46,-6.03E+01,13,0:14:42,1,D,half
Tue Mar  1 11:55:00 MST 2022,Swift,295254,parallel,1,4x4x2,openmpi,openmpi,none,1,32,c10-16,-6.03E+01,15,0:01:50,4,D,half
Tue Mar  1 11:59:13 MST 2022,Swift,295326,parallel,1,4x4x2,openmpi,openmpi,none,1,32,c5-39,-6.03E+01,15,0:01:47,4,4,half
Tue Mar  1 12:02:44 MST 2022,Swift,295255,parallel,1,10x10x5,openmpi,openmpi,none,1,32,c8-25,-6.03E+01,15,0:09:15,4,D,half
Tue Mar  1 12:09:30 MST 2022,Swift,295398,parallel,1,4x4x2,openmpi,openmpi,none,1,32,c10-51,-6.03E+01,14,0:03:02,1,sqrt,half
Tue Mar  1 12:09:51 MST 2022,Swift,295327,parallel,1,10x10x5,openmpi,openmpi,none,1,32,c12-49,-6.03E+01,15,0:09:00,4,4,half
Tue Mar  1 12:17:30 MST 2022,Swift,295470,parallel,1,4x4x2,openmpi,openmpi,none,1,32,c9-14,-6.03E+01,14,0:03:01,4,sqrt,half
Tue Mar  1 12:21:31 MST 2022,Swift,295542,parallel,1,4x4x2,openmpi,openmpi,none,1,32,c12-42,-6.03E+01,14,0:03:02,9,sqrt,half
Tue Mar  1 12:21:57 MST 2022,Swift,295399,parallel,1,10x10x5,openmpi,openmpi,none,1,32,c10-46,-6.03E+01,13,0:14:59,1,sqrt,half
Tue Mar  1 12:29:00 MST 2022,Swift,295471,parallel,1,10x10x5,openmpi,openmpi,none,1,32,c9-51,-6.03E+01,13,0:14:31,4,sqrt,half
Tue Mar  1 12:33:24 MST 2022,Swift,295543,parallel,1,10x10x5,openmpi,openmpi,none,1,32,c9-14,-6.03E+01,13,0:14:55,9,sqrt,half
Tue Mar  1 13:09:43 MST 2022,Swift,294976,parallel,2,1x1x1,openmpi,openmpi,none,1,32,c6-48,-1.27E+03,35,2:15:27,1,D,half
Fri Dec 10 03:21:41 UTC 2021,vermillion,50005022,std,1,4x4x2,mkl,intelmpi,none,2,18,vs-std-[0047-0048],-6.03E+01,15,0:16:24,9,4,full
Mon Dec 13 20:43:13 UTC 2021,vermillion,50005133,std,1,10x10x5,mkl,intelmpi,none,2,18,"vs-std-[0025,0028]",error,did not converge,error,9,4,full
Fri Dec 10 03:20:34 UTC 2021,vermillion,50005034,std,1,4x4x2,openmpi,openmpi,none,2,18,vs-std-[0038-0039],-6.03E+01,15,0:15:18,9,4,full
Fri Dec 10 03:25:31 UTC 2021,vermillion,50005033,std,1,10x10x5,openmpi,openmpi,none,2,18,vs-std-[0030-0031],-6.03E+01,15,0:20:15,9,4,full
Mon Nov 29 11:07:14 MST 2021,Eagle,7942655,short,1,4x4x2,mkl,intelmpi,none,1,18,r4i5n8,-6.03E+01,15,0:03:35,9,4,half
Mon Nov 29 11:16:14 MST 2021,Eagle,7942654,short,1,10x10x5,mkl,intelmpi,none,1,18,r4i4n3,-6.03E+01,15,0:12:35,9,4,half
Thu Dec  9 10:27:43 MST 2021,swift,62367,test,1,4x4x2,mkl,intelmpi,none,1,18,c10-49,-6.03E+01,15,0:03:25,9,4,partial
Thu Jan  6 09:28:51 MST 2022,Eagle,8144916,short,1,4x4x2,mkl,intelmpi,none,1,18,r6i0n15,-6.03E+01,15,0:02:46,1,D,half
Thu Jan  6 09:39:07 MST 2022,Eagle,8144915,short,1,10x10x5,mkl,intelmpi,none,1,18,r10i2n6,-6.03E+01,15,0:14:58,1,D,half
Thu Jan 20 21:51:44 MST 2022,Eagle,8183169,short,1,4x4x2,mkl,intelmpi,none,1,18,r4i0n0,-6.03E+01,15,0:03:22,9,sqrt,half
Thu Jan 20 22:01:15 MST 2022,Eagle,8183168,short,1,10x10x5,mkl,intelmpi,none,1,18,r1i0n35,-6.03E+01,15,0:12:53,9,sqrt,half
Tue Feb 22 20:19:41 MST 2022,Eagle,8387547,short,2,1x1x1,mkl,intelmpi,none,1,18,r2i7n31,-1.27E+03,36,2:54:26,1,D,half
Tue Nov 30 12:39:06 MST 2021,Eagle,7945277,debug,small,8x8x8,mkl,intelmpi,none,1,18,r5i7n35,-3.94E+01,18,0:01:45,1,D,half
Tue Nov 30 12:50:17 MST 2021,Eagle,7945278,debug,small,4x4x4,mkl,intelmpi,none,1,18,r4i7n35,-3.93E+01,18,0:00:46,1,D,half
Wed Jan 19 10:06:20 MST 2022,Eagle,8181718,short,1,4x4x2,mkl,intelmpi,none,1,18,r6i1n11,-6.03E+01,15,0:03:10,1,4,half
Wed Jan 19 10:17:12 MST 2022,Eagle,8181807,short,1,4x4x2,mkl,intelmpi,none,1,18,r2i4n22,-6.03E+01,15,0:02:48,1,sqrt,half
Wed Jan 19 10:17:43 MST 2022,Eagle,8181717,short,1,10x10x5,mkl,intelmpi,none,1,18,r6i1n10,-6.03E+01,15,0:14:33,1,4,half
Wed Jan 19 10:29:18 MST 2022,Eagle,8181806,short,1,10x10x5,mkl,intelmpi,none,1,18,r2i4n21,-6.03E+01,15,0:14:53,1,sqrt,half
2021-11-09T11:17:39,Swift,15960,nosmt,1,10x10x5,mkl,intelmpi_clara,none,1,18,c1-78,-60.279463,15,0:12:28,9,4,partial
Mon Nov 29 11:09:43 MST 2021,Swift,36111,parallel,1,4x4x2,mkl,intelmpi_clara,none,1,18,c1-37,-6.03E+01,15,0:03:24,9,4,partial
Mon Nov 29 11:18:56 MST 2021,Swift,36110,parallel,1,10x10x5,mkl,intelmpi_clara,none,1,18,c1-43,-6.03E+01,15,0:11:51,9,4,partial
Mon Dec 13 12:00:52 MST 2021,Eagle,8011243,debug,small,8x8x8,mkl,intelmpi_tim,none,1,18,r5i7n35,-3.94E+01,19,0:00:15,1,D,full
Mon Dec 13 12:01:11 MST 2021,Eagle,8011244,debug,small,4x4x4,mkl,intelmpi_tim,none,1,18,r5i7n35,-3.93E+01,18,0:00:14,1,D,full
Thu Jan  6 09:27:10 MST 2022,Eagle,8144902,short,1,4x4x2,mkl,intelmpi_tim,none,1,18,r1i1n3,-6.03E+01,15,0:03:01,1,D,half
Thu Jan  6 09:36:27 MST 2022,Eagle,8144901,short,1,10x10x5,mkl,intelmpi_tim,none,1,18,r3i3n15,-6.03E+01,15,0:14:29,1,D,half
Thu Jan 20 21:40:52 MST 2022,Eagle,8183155,short,1,4x4x2,mkl,intelmpi_tim,none,1,18,r105u13,-6.03E+01,15,0:03:44,9,sqrt,half
Thu Jan 20 21:45:58 MST 2022,Eagle,8183154,short,1,10x10x5,mkl,intelmpi_tim,none,1,18,r8i0n32,-6.03E+01,15,0:12:27,9,sqrt,half
Tue Dec 14 04:49:42 MST 2021,Eagle,8011289,short,1,4x4x2,mkl,intelmpi_tim,none,1,18,r7i4n1,-6.03E+01,15,0:03:31,9,4,half
Tue Dec 14 04:59:20 MST 2021,Eagle,8011288,short,1,10x10x5,mkl,intelmpi_tim,none,1,18,r7i3n30,-6.03E+01,15,0:13:09,9,4,half
Tue Dec 14 17:51:59 MST 2021,Eagle,8024092,short,2,1x1x1,mkl,intelmpi_tim,none,1,18,r6i7n18,-1.27E+03,36,3:03:20,1,D,half
Wed Feb 23 12:00:03 MST 2022,Eagle,8388976,short,2,1x1x1,mkl,intelmpi_tim,none,1,18,r9i2n11,-1.27E+03,36,3:07:50,1,D,half
Wed Jan 19 10:06:10 MST 2022,Eagle,8181704,short,1,4x4x2,mkl,intelmpi_tim,none,1,18,r6i1n5,-6.03E+01,15,0:03:00,1,4,half
Wed Jan 19 10:16:51 MST 2022,Eagle,8181703,short,1,10x10x5,mkl,intelmpi_tim,none,1,18,r2i7n34,-6.03E+01,15,0:13:41,1,4,half
Wed Jan 19 10:17:09 MST 2022,Eagle,8181793,short,1,4x4x2,mkl,intelmpi_tim,none,1,18,r2i1n11,-6.03E+01,15,0:02:57,1,sqrt,half
Wed Jan 19 10:29:01 MST 2022,Eagle,8181792,short,1,10x10x5,mkl,intelmpi_tim,none,1,18,r2i1n10,-6.03E+01,15,0:14:49,1,sqrt,half
2021-11-09T10:44:06,Swift,15979,nosmt,1,10x10x5,opnmpi,openmpi,none,1,18,c1-78,-60.279463,15,0:11:55,9,4,partial
Thu Dec  9 10:27:42 MST 2021,swift,62361,test,1,4x4x2,openmpi,openmpi,none,1,18,c10-46,-6.03E+01,15,0:03:24,9,4,partial
Wed Jun 29 16:43:46 MDT 2022,Eagle,9552487,short,2,1x1x1,openmpi,openmpi,none,1,18,r4i7n5,-1.27E+03,35,3:47:09,1,D,half
Wed Feb 23 13:29:26 MST 2022,Eagle,8389005,gpu,2,1x1x1,mkl,intelmpi,none,8,16,"r103u[09,19],r104u[17,21,23],r105u[01,05,25]",-1.27E+03,36,0:27:22,1,D,gres:2
Wed Feb 23 13:48:51 MST 2022,Eagle,8389010,gpu,2,1x1x1,mkl,intelmpi_tim,none,8,16,"r103u13,r104u[01,03,13,15,19,27,37]",-1.27E+03,34,0:26:47,1,D,gres:2
Fri Dec  3 23:03:41 UTC 2021,Vermillion,50004373,std,small,8x8x8,mkl,intelmpi,none,1,16,vs-std-0016,-3.94E+01,20,0:00:09,1,D,full
Fri Dec  3 23:03:41 UTC 2021,Vermillion,50004373,std,small,8x8x8,mkl,intelmpi,none,1,16,vs-std-0016,-3.94E+01,20,0:00:09,1,D,full
Fri Dec  3 23:04:08 UTC 2021,Vermillion,50004374,std,small,4x4x4,mkl,intelmpi,none,1,16,vs-std-0016,-3.93E+01,17,0:00:06,1,D,full
Fri Dec  3 23:04:08 UTC 2021,Vermillion,50004374,std,small,4x4x4,mkl,intelmpi,none,1,16,vs-std-0016,-3.93E+01,17,0:00:06,1,D,full
Thu Nov 18 11:14:32 MST 2021,Swift,22778,debug,small,4x4x4,mkl,intelmpi,none,1,16,c1-29,-39.25197,17,0:00:03,1,D,partial
Thu Nov 18 11:15:20 MST 2021,Swift,22777,debug,small,8x8x8,mkl,intelmpi,none,1,16,c1-31,-39.350776,20,0:00:06,1,D,partial
Thu Nov 18 18:35:46 MST 2021,Swift,23872,parallel,2,1x1x1,mkl,intelmpi,none,1,16,c4-23,-1271.6723,36,3:56:00,1,D,partial
Tue Mar  1 11:26:32 MST 2022,Swift,295120,parallel,1,4x4x2,mkl,intelmpi,none,1,16,c13-53,-6.03E+01,15,0:02:36,1,4,partial
Tue Mar  1 11:39:34 MST 2022,Swift,295121,parallel,1,10x10x5,mkl,intelmpi,none,1,16,c9-10,-6.03E+01,15,0:13:16,1,4,partial
Tue Mar  1 11:43:39 MST 2022,Swift,295192,parallel,1,4x4x2,mkl,intelmpi,none,1,16,c11-52,-6.03E+01,15,0:02:48,1,D,partial
Tue Mar  1 11:55:04 MST 2022,Swift,295193,parallel,1,10x10x5,mkl,intelmpi,none,1,16,c9-51,-6.03E+01,14,0:13:39,1,D,partial
Tue Mar  1 11:56:51 MST 2022,Swift,295264,parallel,1,4x4x2,mkl,intelmpi,none,1,16,c5-46,-6.03E+01,15,0:02:39,4,D,partial
Tue Mar  1 12:04:00 MST 2022,Swift,295336,parallel,1,4x4x2,mkl,intelmpi,none,1,16,c12-41,-6.03E+01,15,0:02:38,4,4,partial
Tue Mar  1 12:04:22 MST 2022,Swift,295265,parallel,1,10x10x5,mkl,intelmpi,none,1,16,c5-55,-6.03E+01,15,0:13:29,4,D,partial
Tue Mar  1 12:06:59 MST 2022,Swift,295408,parallel,1,4x4x2,mkl,intelmpi,none,1,16,c5-55,-6.03E+01,15,0:02:36,1,sqrt,partial
Tue Mar  1 12:14:53 MST 2022,Swift,295337,parallel,1,10x10x5,mkl,intelmpi,none,1,16,c13-19,-6.03E+01,15,0:13:31,4,4,partial
Tue Mar  1 12:17:44 MST 2022,Swift,295480,parallel,1,4x4x2,mkl,intelmpi,none,1,16,c13-19,-6.03E+01,15,0:02:38,4,sqrt,partial
Tue Mar  1 12:20:29 MST 2022,Swift,295409,parallel,1,10x10x5,mkl,intelmpi,none,1,16,c5-20,-6.03E+01,15,0:13:23,1,sqrt,partial
Tue Mar  1 12:29:04 MST 2022,Swift,295481,parallel,1,10x10x5,mkl,intelmpi,none,1,16,c11-14,-6.03E+01,15,0:13:35,4,sqrt,partial
2021-11-06T06:07:12,Swift,15906,nosmt,2,1x1x1,mkl,intelmpi_clara,none,1,16,c1-78,-1271.6723,36,4:09:36,1,D,partial
2021-11-09T15:27:17,Swift,16536,nosmt,small,1x1x1,mkl,intelmpi_clara,none,1,16,c1-78,-39.350776,20,0:00:06,1,D,partial
Mon Nov 29 11:09:03 MST 2021,Swift,36069,debug,small,4x4x4,mkl,intelmpi_clara,none,1,16,c1-29,-3.93E+01,17,0:00:08,1,D,partial
Mon Nov 29 11:09:59 MST 2021,Swift,36068,debug,small,8x8x8,mkl,intelmpi_clara,none,1,16,c1-31,-3.94E+01,20,0:00:11,1,D,partial
Mon Nov 29 15:09:16 MST 2021,Swift,36152,parallel,2,1x1x1,mkl,intelmpi_clara,none,1,16,c8-54,-1.27E+03,36,3:56:11,1,D,partial
2021-11-09T00:29:06,Swift,15925,nosmt,2,1x1x1,opnmpi,openmpi,none,1,16,c1-78,-1271.6723,35,3:47:56,1,D,partial
2021-11-09T15:27:17,Swift,16536,nosmt,small,1x1x1,opnmpi,openmpi,none,1,16,c1-78,-39.350776,20,0:00:07,1,D,partial
Fri Dec  3 23:05:40 UTC 2021,Vermillion,50004385,std,small,8x8x8,openmpi,openmpi,none,1,16,vs-std-0016,-3.94E+01,20,0:00:08,1,D,full
Fri Dec  3 23:05:40 UTC 2021,Vermillion,50004385,std,small,8x8x8,openmpi,openmpi,none,1,16,vs-std-0016,-3.94E+01,20,0:00:08,1,D,full
Fri Dec  3 23:06:07 UTC 2021,Vermillion,50004386,std,small,4x4x4,openmpi,openmpi,none,1,16,vs-std-0016,-3.93E+01,17,0:00:05,1,D,full
Fri Dec  3 23:06:07 UTC 2021,Vermillion,50004386,std,small,4x4x4,openmpi,openmpi,none,1,16,vs-std-0016,-3.93E+01,17,0:00:05,1,D,full
Thu Nov 18 11:14:20 MST 2021,Swift,22767,debug,small,8x8x8,openmpi,openmpi,none,1,16,c1-29,-39.350776,20,0:00:06,1,D,partial
Thu Nov 18 11:14:47 MST 2021,Swift,22768,debug,small,4x4x4,openmpi,openmpi,none,1,16,c1-30,-39.25197,17,0:00:04,1,D,partial
Thu Nov 18 18:18:31 MST 2021,Swift,23869,parallel,2,1x1x1,openmpi,openmpi,none,1,16,c4-20,-1271.6723,35,3:35:24,1,D,partial
Tue Mar  1 11:26:18 MST 2022,Swift,295108,parallel,1,4x4x2,openmpi,openmpi,none,1,16,c9-10,-6.03E+01,15,0:03:39,1,4,partial
Tue Mar  1 11:41:47 MST 2022,Swift,295109,parallel,1,10x10x5,openmpi,openmpi,none,1,16,c9-45,-6.03E+01,15,0:18:58,1,4,partial
Tue Mar  1 11:41:49 MST 2022,Swift,295180,parallel,1,4x4x2,openmpi,openmpi,none,1,16,c6-50,-6.03E+01,15,0:03:29,1,D,partial
Tue Mar  1 11:55:15 MST 2022,Swift,295252,parallel,1,4x4x2,openmpi,openmpi,none,1,16,c9-45,-6.03E+01,15,0:02:46,4,D,partial
Tue Mar  1 11:55:51 MST 2022,Swift,295181,parallel,1,10x10x5,openmpi,openmpi,none,1,16,c12-41,-6.03E+01,14,0:17:03,1,D,partial
Tue Mar  1 12:03:06 MST 2022,Swift,295324,parallel,1,4x4x2,openmpi,openmpi,none,1,16,c12-6,-6.03E+01,15,0:02:45,4,4,partial
Tue Mar  1 12:06:33 MST 2022,Swift,295253,parallel,1,10x10x5,openmpi,openmpi,none,1,16,c10-46,-6.03E+01,15,0:13:54,4,D,partial
Tue Mar  1 12:10:09 MST 2022,Swift,295396,parallel,1,4x4x2,openmpi,openmpi,none,1,16,c11-14,-6.03E+01,15,0:03:41,1,sqrt,partial
Tue Mar  1 12:13:15 MST 2022,Swift,295325,parallel,1,10x10x5,openmpi,openmpi,none,1,16,c8-10,-6.03E+01,15,0:13:53,4,4,partial
Tue Mar  1 12:17:14 MST 2022,Swift,295468,parallel,1,4x4x2,openmpi,openmpi,none,1,16,c6-50,-6.03E+01,15,0:02:46,4,sqrt,partial
Tue Mar  1 12:25:33 MST 2022,Swift,295397,parallel,1,10x10x5,openmpi,openmpi,none,1,16,c10-41,-6.03E+01,15,0:19:05,1,sqrt,partial
Tue Mar  1 12:27:33 MST 2022,Swift,295469,parallel,1,10x10x5,openmpi,openmpi,none,1,16,c8-10,-6.03E+01,15,0:14:11,4,sqrt,partial
Mon Nov 29 11:09:43 MST 2021,Eagle,7942653,short,1,4x4x2,mkl,intelmpi,none,1,9,r1i6n33,-6.03E+01,15,0:06:06,9,4,partial
Mon Nov 29 11:25:20 MST 2021,Eagle,7942652,short,1,10x10x5,mkl,intelmpi,none,1,9,r1i6n29,-6.03E+01,15,0:21:42,9,4,partial
Thu Jan  6 09:28:55 MST 2022,Eagle,8144914,short,1,4x4x2,mkl,intelmpi,none,1,9,r10i1n25,-6.03E+01,15,0:04:46,1,D,partial
Thu Jan  6 09:48:19 MST 2022,Eagle,8144913,short,1,10x10x5,mkl,intelmpi,none,1,9,r10i0n7,-6.03E+01,15,0:24:10,1,D,partial
Thu Jan 20 21:49:40 MST 2022,Eagle,8183167,short,1,4x4x2,mkl,intelmpi,none,1,9,r105u13,-6.03E+01,15,0:05:37,9,sqrt,partial
Thu Jan 20 22:06:03 MST 2022,Eagle,8183166,short,1,10x10x5,mkl,intelmpi,none,1,9,r5i6n13,-6.03E+01,15,0:22:00,9,sqrt,partial
Wed Jan 19 10:07:58 MST 2022,Eagle,8181716,short,1,4x4x2,mkl,intelmpi,none,1,9,r6i1n9,-6.03E+01,15,0:04:48,1,4,partial
